id,name,ml_target
1330,andrewliebchen,0
1331,Archie22is,0
1332,g5pw,0
1333,hjr3,0
1334,melakbet,1
1335,foowaa,0
1336,bye-webster,0
1337,Elbagoury,0
1338,pontikos,1
1339,Hwhitetooth,1
1340,GabrielBibiano,0
1341,shivarajnesargi,0
1342,madsroskar,0
1343,lucasfcosta,0
1344,deepu105,0
1345,micas06gua,0
1346,CanftIn,0
1347,CnrLwlss,1
1348,edemkumodzi,0
1349,Ky6uk,0
1350,chenchunyong,0
1351,nishantcbse,0
1352,achbogga,1
1353,dokun1,1
1354,AaronSum,0
1355,goffinet,0
1356,rla,0
1357,rkrueger11,0
1358,StefanKarpinski,1
1359,Anderson-Liu,0
1360,rollingdeep,1
1361,slurve,0
1362,petschekr,0
1363,nashory,1
1364,jcha9928,1
1365,shorttermmem,1
1366,francesco-strazzullo,0
1367,hallix,0
1368,mike442144,0
1369,Stallon-niranjan,1
1370,neovintage,0
1371,coldfish,0
1372,mkrn,0
1373,ricokahler,0
1374,JimCurryWang,1
1375,ayorhan,0
1376,LiXiaoRan,0
1377,Richardyu114,0
1378,smorin,0
1379,Aris-haryanto,0
1380,iNiKe,0
1381,gautamgtm,1
1382,kaitlinnewson,0
1383,nooks,0
1384,evanrelf,0
1385,jcuevas012,0
1386,kanumuri9593,0
1387,mosluce,0
1388,guillaumevincent,0
1389,bryand1,1
1390,hobu,1
1391,18Gray,1
1392,elegantcoder,0
1393,octavian-nita,0
1394,ivartz,1
1395,WangZhengZhi,0
1396,lulalala,0
1397,AdamLuisSean,0
1398,krongk,0
1399,pawankmrai,1
1400,asotirov,0
1401,jakerullman,0
1402,jcouyang,0
1403,liary,0
1404,prashantksharma,1
1405,jjerphan,1
1406,fen666,0
1407,byt3bl33d3r,1
1408,harkiratbehl,1
1409,Geektrovert,0
1410,KevinMenden,1
1411,Mittenss2010,1
1412,ihewro,0
1413,jesserobertson,1
1414,AbdullahAli,0
1415,seagel,0
1416,eschnou,0
1417,Guang1234567,0
1418,rohan-singh,1
1419,TinaHeiligers,0
1420,jucaripo,0
1421,AWNystrom,1
1422,akashgit,1
1423,r4um,1
1424,PaperHS,0
1425,leighgordy,0
1426,arvernester,0
1427,bboychencan,1
1428,kevinwang04,0
1429,oss6,0
1430,imRohan,0
1431,carricky,1
1432,mphilli,1
1433,qixiaomeng,0
1434,alekzandr,1
1435,binnng,0
1436,adrianoaguiar,0
1437,Arctanxy,1
1438,EmanueleGhelfi,1
1439,goel4ever,0
1440,adoweb,0
1441,sevki,0
1442,csvan,0
1443,kootenpv,1
1444,rremani,1
1445,paladin74,0
1446,nof1000,0
1447,bmyell,1
1448,lhywell,0
1449,Alexhuszagh,0
1450,stasbel,1
1451,joaobborges,0
1452,kuldipem,0
1453,RekkyRek,0
1454,chenggong03,1
1455,sajus,0
1456,setohe0909,0
1457,burawi,0
1458,fodongkara,0
1459,lporras,0
1460,erizocosmico,0
1461,linuxjuggler,0
1462,Mayandev,0
1463,rodrigolessa,0
1464,ryanseys,0
1465,Leland-Kwong,0
1466,graytowne,1
1467,BoBoooooo,0
1468,sochka,0
1469,duhaime,0
1470,rishabh1403,0
1471,Hasnayeen,0
1472,tekknikk,0
1473,andreaseger,0
1474,caioproiete,0
1475,llleonzhao,0
1476,appernetic,0
1477,coco11563,1
1478,Cfeusier,0
1479,monoman,1
1480,softtama,0
1481,clocky,1
1482,DrustZ,1
1483,aligoren,0
1484,philipp-gaspar,1
1485,theahmadzai,0
1486,newsroomdev,0
1487,annabeth-h,1
1488,jcjview,1
1489,GPrimola,0
1490,izhangzhihao,0
1491,lindongding,1
1492,chenanze,0
1493,sarukuku,0
1494,ASPePeX,1
1495,daniellovell,1
1496,HolaFei,0
1497,jasonbot,0
1498,ShujiaHuang,1
1499,nanasess,0
1500,stdclass,0
1501,santiagomarcos,0
1502,lcdsantos,0
1503,huihuimoe,0
1504,jianghua,0
1505,noctiomg,0
1506,mrphpguru,0
1507,sirWill,0
1508,jeffreyshen19,0
1509,dnlcst,0
1510,jeffersonmartin,0
1511,Zagoshipda,0
1512,bouchertommy,0
1513,raffaello-camoriano,1
1514,MaximumEntropy,1
1515,rishitsanmukhani,0
1516,reekoheek,0
1517,helloourworld,1
1518,Eggotron,0
1519,kassadin,0
1520,lmarkely,1
1521,lps683,1
1522,mluna16,0
1523,arynas,0
1524,boudra,1
1525,crynobone,0
1526,babyfaceEasy,0
1527,kblomqvist,0
1528,cabelotaina,0
1529,brscht,0
1530,Lpbzzz,0
1531,golaced,1
1532,nicolastakashi,0
1533,lvaleriu,0
1534,escapeanaemia,1
1535,colinwxl,1
1536,sirajul83,0
1537,hpetru,0
1538,pboiseau,0
1539,synchuk2010,0
1540,kernow,0
1541,emecell,0
1542,hbxfyxw,0
1543,gabrielrcouto,0
1544,grady-lad,0
1545,Jdubz,0
1546,snakecy,1
1547,philippeback,0
1548,josevenezuelapadron,0
1549,pei0804,0
1550,Goldesel23,1
1551,sbmadhav,1
1552,phongnhhn92,1
1553,deshmukhmayur,0
1554,liinnux,1
1555,cchangcs,1
1556,DeKaiju,0
1557,pmutua,0
1558,AshishKumar4,1
1559,Infamoustrey,0
1560,SinoReimu,1
1561,chenfengyanyu,0
1562,jasonrpoteet,0
1563,akshoop,1
1564,falkirks,0
1565,jamiemccue,0
1566,danielballan,1
1567,smalltide,0
1568,kuzroman,0
1569,alliejones,0
1570,guidobouman,0
1571,gavrilaf,1
1572,TangJiong,0
1573,shiba24,1
1574,chaopengz,0
1575,SUDIP2222,0
1576,atellmer,0
1577,mrlynn,0
1578,samlanning,0
1579,horita-yuya,1
1580,serhalp,0
1581,floft,1
1582,Strajk,0
1583,michalgrochowski,0
1584,lyyh,0
1585,SpinnelSun,1
1586,ifeegoo,0
1587,celica-dev,0
1588,gxjansen,1
1589,AlexZeitler,0
1590,max-borisov,0
1591,sd031,0
1592,patbosc,1
1593,lovezbs,0
1594,arthurtayrac,0
1595,3rn3st0,0
1596,ktf,0
1597,david-j-davis,0
1598,pgandhi999,1
1599,ali-pourzahmatkesh,0
1600,LiuYiChen0704,1
1601,merfais,0
1602,elkan1788,0
1603,LohitakshTrehan,0
1604,shencang,1
1605,stargt,0
1606,77695,1
1607,jlooper,0
1608,davi-alves,0
1609,kakugyou,0
1610,dbroadhurst,0
1611,krambertech,0
1612,cnanyi,0
1613,sintocos,0
1614,kanishkaganguly,1
1615,meathanjay,0
1616,CoatiFly,0
1617,aliemre,0
1618,alikaragoz,0
1619,andreyvit,0
1620,DineshKachhot,0
1621,mcabreradev,0
1622,amsukdu,1
1623,sxq111,0
1624,MiniMarvin,1
1625,louiemay,1
1626,loo41,0
1627,amaldare93,0
1628,ghislainv,1
1629,WilliamDASILVA,0
1630,pvsmounish,0
1631,YuyangZhangFTD,1
1632,stormraiser,1
1633,samre12,1
1634,aravind-sundaresan,1
1635,alfred42,0
1636,buaabarty,0
1637,JoenyBui,0
1638,jackson-sandland,0
1639,lenaggar,0
1640,robertpenner,0
1641,omar10594,0
1642,kvey,0
1643,firstmover,1
1644,gtorodelvalle,0
1645,morygonzalez,0
1646,pirupius,0
1647,kleincup,1
1648,seekshreyas,0
1649,maxmert,0
1650,pzxiao,0
1651,neratneto,0
1652,murarisumit,0
1653,alexbonhomme,0
1654,cakper,0
1655,81813780,0
1656,shadercoder,0
1657,richcahill,0
1658,mfyz,0
1659,syhily,0
1660,teebot,0
1661,jayfeng1,1
1662,asafschers,1
1663,mypopydev,1
1664,atsutopia,0
1665,alexhallam,0
1666,gm1357,0
1667,krishnan,1
1668,AliElDerawi,1
1669,septenaryf,0
1670,IanTheEngineer,1
1671,OldskoolOrion,0
1672,martinwithyou,0
1673,Abderrahim-WADDIZ,0
1674,27786653,0
1675,gear,1
1676,sicotronic,1
1677,jnak,0
1678,MostafaAlaa2016,1
1679,colinmeinke,0
1680,itcongaili,0
1681,marti1125,0
1682,JaredNie,0
1683,jacobdanovitch,1
1684,frontalnugity,0
1685,hmnd,0
1686,statwonk,0
1687,DaiAoki,0
1688,kysonic,0
1689,llag9810,1
1690,davidryv,1
1691,patrykkarny,0
1692,pudyasto,0
1693,asifurrouf,0
1694,saglamcem,0
1695,CoericK,0
1696,ishenli,0
1697,GaryYufei,1
1698,Z4ck404,0
1699,chronick,0
1700,bobsomers,0
1701,sgaikar1,1
1702,mkfeuhrer,0
1703,alexott,1
1704,steffendsommer,0
1705,jonatassales,0
1706,elientumba2019,1
1707,saketharsh,0
1708,johnHackworth,0
1709,cnwangjie,0
1710,josh146,1
1711,king10tech,1
1712,mrgenco,0
1713,ArturGuedes,0
1714,mnichangxin,0
1715,lucaslmmanoel,1
1716,dgr8akki,0
1717,jsonliu,0
1718,soham2008xyz,0
1719,amagain,0
1720,SerCeMan,0
1721,giglf,1
1722,SevenOutman,0
1723,renatonascalves,0
1724,abdulmanan7,0
1725,ltoop,0
1726,Narasimha1997,1
1727,Han40,0
1728,cpl,0
1729,haoeric,1
1730,gilbitron,0
1731,bobjiang,1
1732,dcoxall,0
1733,shyamjos,0
1734,mindhivefi,0
1735,iRaul,0
1736,eschizoid,0
1737,fancyfrees,0
1738,dgaubert,0
1739,philfreo,0
1740,NicoCoallier,1
1741,ghgggg,1
1742,housni,0
1743,johnnyjpixy,0
1744,hongsookim,1
1745,bangiki,0
1746,stephaneAG,0
1747,satyanarayan-rao,1
1748,LeuisKen,0
1749,srtab,0
1750,richardsondx,0
1751,blahah,0
1752,AngelFQC,0
1753,asheuh,1
1754,jshou,0
1755,gvsrepins,0
1756,iamstuartwilson,0
1757,longuid,0
1758,MerouaneBen,1
1759,thiagoprazeres,0
1760,coolicer,0
1761,hanleyhansen,0
1762,1c7,0
1763,kitos,0
1764,PerdonLiu,1
1765,temon,0
1766,shelling,0
1767,donaldjohn,0
1768,PinkyRabbit,0
1769,amangalvedhekar,0
1770,ivantcholakov,0
1771,Rockyzsu,1
1772,abhishekgupta5,0
1773,ZxBing0066,0
1774,shmidtelson,0
1775,arcturus,0
1776,shinroo,1
1777,nrr,0
1778,paulayuk,0
1779,erikjoling,0
1780,jcleblanc,0
1781,bbhide,0
1782,tianfr,1
1783,mansimarkaur,1
1784,jcyk,1
1785,nixpulvis,0
1786,pengshuang,1
1787,huberf,1
1788,onimenotsuki,0
1789,Snaipe,1
1790,edsonlyra,0
1791,jopereyral,0
1792,DACUS1995,0
1793,RetroPronghorn,0
1794,leibing8912,1
1795,bluestonemds,0
1796,Maha41,1
1797,liaoshengping,0
1798,bigp,0
1799,lgo,0
1800,hacksalot,0
1801,kevinpollet,0
1802,BlitZz96,0
1803,sneakycrow,0
1804,mdomarsaleem,1
1805,5argon,0
1806,gowthamrm,0
1807,alexahdp,0
1808,rigwild,0
1809,SimonSuster,1
1810,aliyevorkhan,0
1811,m-onz,0
1812,StevenLei2017,1
1813,binxxx,1
1814,barriosnahuel,0
1815,filosfino,0
1816,ZNevzz,1
1817,pascal-canuel,0
1818,EduAraujoDev,0
1819,ajinkyapuar,0
1820,pemcconnell,1
1821,nothingismagick,0
1822,skyeyefront,0
1823,chenkangcrack,1
1824,hasanabuzayed,0
1825,lkostrowski,0
1826,CS-Tao,0
1827,khituras,1
1828,FunriLy,1
1829,datbayev,0
1830,jsobeck,1
1831,digoribeiro,0
1832,Arkanosis,1
1833,AkiOhtani,1
1834,danielrohers,0
1835,VincenzoLaSpesa,0
1836,horace-velmont,0
1837,a1p4ca,0
1838,redouanelg,1
1839,hammygoonan,0
1840,chimilord,0
1841,sepandhaghighi,0
1842,0xchamin,1
1843,Casinelli,0
1844,IonutBajescu,0
1845,rishabh09,0
1846,jeseekia,0
1847,Solotzy,0
1848,ramilsafnab1996,1
1849,thefln,0
1850,Loki-Afro,1
1851,sinodanish,1
1852,miukimiu,0
1853,paolorotolo,0
1854,seanrankin,0
1855,netics,0
1856,dcodeIO,0
1857,superKalo,0
1858,raorao1994,1
1859,ekorudiawan,1
1860,qruzz,1
1861,Alkapo,1
1862,shinde-rahul,1
1863,rferro,0
1864,sgasser,0
1865,daroczig,0
1866,nusserstudios,0
1867,chaossssss,0
1868,bartsmykla,0
1869,TristanMNorton,0
1870,diop-malick,0
1871,mgebundy,0
1872,ikebo,0
1873,hellozts4120,0
1874,100star,0
1875,hamid6,0
1876,CommanderXL,0
1877,episodeyang,0
1878,iamhanson,0
1879,akwright,0
1880,Spacebody,0
1881,gbraad,0
1882,khushhalm,1
1883,boredcat,0
1884,javais,0
1885,feiyuxiaoThu,1
1886,dohmatob,1
1887,falseLuffy,0
1888,Harvie,0
1889,leonardocintra,0
1890,shearer,1
1891,ericxiao251,1
1892,aanari,0
1893,YinniCoding,0
1894,piyushchauhan2011,0
1895,KRISACHAN,0
1896,mkhoshle,1
1897,mehdidjoughi,0
1898,jseppi,0
1899,jbroquist,0
1900,bearpaw,1
1901,gasparrobi,0
1902,joshuatuscan,0
1903,peralmq,0
1904,dzwang91,1
1905,paul-o-alto,1
1906,sucese,0
1907,BloodShura,1
1908,heinlinaung,0
1909,coderaven,0
1910,hesenp,1
1911,tchiwinpiti,1
1912,91haba,1
1913,kdaigle,0
1914,jueqingsizhe66,0
1915,aboutjax,0
1916,reaper47,0
1917,SeungYongSon,1
1918,simme,0
1919,ddyuewang,1
1920,johanekhager,0
1921,idchlife,0
1922,liaohainan,0
1923,rdegges,0
1924,jifengdehao,0
1925,fwoelffel,0
1926,jayeshd7,1
1927,chiuchiuuu,1
1928,lifuguan,1
1929,koakumaping,0
1930,muh005,1
1931,ashokslsk,0
1932,aice09,0
1933,hdiogenes,0
1934,lygaret,0
1935,UnixJunkie,1
1936,siqueiradg,0
1937,alexanderdean,0
1938,MichaelXSChen,1
1939,sviridoff,0
1940,okalachev,0
1941,pitkane,0
1942,nikhiljangam,1
1943,mmiyauchi,0
1944,drakkein,0
1945,bazani,0
1946,ksmandersen,0
1947,nadeeshaan,0
1948,Muyun99,1
1949,i0natan,0
1950,gacha,0
1951,dyaa,0
1952,cniweb,0
1953,BBHNation,0
1954,caioguedes,0
1955,maurymmarques,0
1956,camilesing,0
1957,RatulHasan,0
1958,kargaranamir,1
1959,giorgianav,1
1960,barryo,0
1961,chienius,0
1962,stansmet,0
1963,Jeetu95,1
1964,MertEfeSevim,1
1965,kirankarki,0
1966,kirimin,0
1967,Yoon-jae,1
1968,dream4j,0
1969,samit4me,0
1970,diemer,0
1971,satriowisnugroho,0
1972,sanctumware,0
1973,PlatoJobs,0
1974,iamtheoleo,0
1975,davidbanthony,0
1976,nicknovitski,0
1977,adrianmcli,0
1978,TomLavenziano,0
1979,leobalter,0
1980,AaronJackson,1
1981,hippohan,0
1982,pinqy520,0
1983,Tadimsky,0
1984,gebeto,0
1985,lefuturiste,0
1986,deebloo,0
1987,cirfi,0
1988,sriranganathan,0
1989,lujian0571,0
1990,muzichen,0
1991,HeikoMamerow,0
1992,oubowu,1
1993,jonathanwiley,0
1994,hikarock,0
1995,DevNambi,1
1996,argsno,0
1997,indpurvesh,0
1998,songlipeng2003,0
1999,n3tn0de,0
2000,benstevinson,0
2001,jancarloviray,0
2002,goelakash,1
2003,d12mnit,0
2004,Kcrong,1
2005,tabs,0
2006,iboying,0
2007,Limess,0
2008,ZiangYan,1
2009,ColinFrick,0
2010,pacuna,0
2011,shufanwu,1
2012,tianfudhe,1
2013,cjies,0
2014,oquidave,0
2015,XWalways,1
2016,mantouRobot,1
2017,moleike,0
2018,psh117,1
2019,philipptri,0
2020,JiriChara,0
2021,ivanbuncic,0
2022,aadilhasan,0
2023,Joechann0831,1
2024,IlyaKisil,1
2025,bradley-holt,0
2026,easezyc,1
2027,artkirienko,0
2028,jsycdut,0
2029,tian-zhou,1
2030,TimelyToga,1
2031,AndrewReitz,0
2032,sarancruzer,0
2033,royxss,1
2034,gitsome,0
2035,syrusakbary,0
2036,kewang,0
2037,peshkira,0
2038,Grandclosing,0
2039,dyike,0
2040,ChristianKomodo,0
2041,aytee17,0
2042,mulholio,0
2043,infoslack,1
2044,ahzf,0
2045,kevincennis,0
2046,christiandrey,0
2047,kristjaningi,0
2048,philmein23,0
2049,robertofrontado,0
2050,geoff-maddock,0
2051,neggert,1
2052,eracs,0
2053,emasys,0
2054,engelgabriel,0
2055,csbun,0
2056,jerrwy,0
2057,jairodasilva,0
2058,kumarneeraj2005,1
2059,mritd,0
2060,Avantgarde95,0
2061,SandSux,0
2062,climaa,0
2063,ligson,0
2064,manishbasnet,0
2065,Flavour86,0
2066,sarthfrey,1
2067,pashka4281,0
2068,swhsiang,0
2069,lilydedbb,1
2070,aswzen,0
2071,etenesaca,0
2072,mrchristian,0
2073,jailsonpj,1
2074,delirius325,0
2075,kscottz,1
2076,silvacharles,1
2077,obouchari,0
2078,mbostock,0
2079,jameswenzel,0
2080,rgomezcasas,0
2081,Breezen,1
2082,terodea,1
2083,nishathussain,1
2084,jchassoul,0
2085,koki0702,1
2086,NaveenDA,0
2087,ashiina,0
2088,SaiNageswarS,0
2089,MandyxGill,0
2090,alukach,0
2091,lohasle,0
2092,iJoeychang,0
2093,fionera,0
2094,pongpolb,0
2095,m98,0
2096,absognety,0
2097,azerafati,0
2098,mattcreager,0
2099,itafroma,0
2100,lizekang,1
2101,lopinsjk,1
2102,devinroche,0
2103,SaiBiswas,1
2104,bixuehujin,0
2105,luopeixiang,1
2106,kalyanghosh,1
2107,antonfefilov,0
2108,divayjindal95,1
2109,ihamidraza,0
2110,asntech,0
2111,jobizzness,0
2112,adbibo,1
2113,9527tech,0
2114,bl0,1
2115,TheWebDevel,0
2116,EntropyAu,0
2117,Duder-onomy,0
2118,hustlzp,0
2119,kevinkassimo,0
2120,huachen0216,0
2121,digoal,1
2122,VishwaPrabhakar,1
2123,gugadev,0
2124,francelwebdev,0
2125,geoyws,0
2126,owenauch,0
2127,ngarawakimani,0
2128,gustavoFreireS,0
2129,crosbymichael,0
2130,Raghuvar,0
2131,DCKT,0
2132,mixcas,0
2133,J535D165,1
2134,alanwangmodify,1
2135,KeitelDOG,0
2136,immiao,0
2137,fleeting,0
2138,justastriver,0
2139,amundsen-roald,0
2140,joedf,0
2141,gormelof,0
2142,dctxf,0
2143,arturgoms,0
2144,johnreilly,0
2145,qbhy,0
2146,berlotto,1
2147,hkhpub,1
2148,JuanIsernGhosn,1
2149,GilbertZhang,1
2150,krim,0
2151,statox,0
2152,ahmetb,0
2153,phanimahesh,0
2154,alwell-kevin,0
2155,goodrahstar,0
2156,icd2k3,0
2157,kevin-catlikepuma,1
2158,rejasupotaro,1
2159,huan,0
2160,MarkusLewis,0
2161,aesthetic92,1
2162,pahud,0
2163,abhinavjain241,0
2164,naderghanbari,1
2165,rahulraghatate,1
2166,tholex,0
2167,kevinbird61,0
2168,bmoscon,1
2169,helloco,0
2170,dogukankotan,1
2171,peterprokop,0
2172,lucaswunder,0
2173,curtsheller,0
2174,ArthurGodet,1
2175,msand,0
2176,rickhanlonii,0
2177,admc,0
2178,AdityaHirapara,0
2179,Aidosmf,0
2180,olefredrik,0
2181,fearless23,0
2182,margaritis,0
2183,jbkunst,0
2184,judikdavid,0
2185,julien-sarazin,0
2186,thydel,1
2187,thusitha92,0
2188,EvenLjj,0
2189,crablab,0
2190,DonCallisto,0
2191,jacques,0
2192,katyvonkaty,0
2193,squanchd,0
2194,kitebear,0
2195,deadbrainviv,0
2196,Arjeno,0
2197,patrickleet,0
2198,prathik,0
2199,enriquezm,0
2200,anosognosia,0
2201,SathyaBhat,0
2202,liumcse,0
2203,shamanez,1
2204,gpernelle,1
2205,rohmad-st,0
2206,reficul31,1
2207,S0c5,0
2208,felipepatricio,0
2209,fenixlin,1
2210,rlatkdgus500,1
2211,YutoMizutani,1
2212,OlivierJM,0
2213,iam-mhaseeb,0
2214,siliconMagic,1
2215,Dussed,0
2216,cop4587,1
2217,KevinNum1,1
2218,impressioncr,0
2219,Apsistec,0
2220,ramkrishs,0
2221,SleeplessByte,0
2222,Bradley-dufe,1
2223,fniephaus,0
2224,alwaysloseall,0
2225,ianhussey,1
2226,sadiq1971,1
2227,soteropolitano,0
2228,nocotan,0
2229,IbraheemAlSaady,0
2230,kunthar,1
2231,fernahh,0
2232,peterfox,0
2233,electrocucaracha,1
2234,sailxjx,0
2235,shajanjp,0
2236,the-gingerbread-man,0
2237,jurre,0
2238,camendoza94,0
2239,ahanriat,0
2240,robertzk,1
2241,TFdream,0
2242,jathanism,0
2243,andyhqtran,0
2244,filipeovercom,0
2245,apriendeau,0
2246,adityachatterjee42,0
2247,jbaiter,0
2248,SuZiquan,0
2249,dargmuesli,0
2250,dreamegg,1
2251,andyhawks,0
2252,VeryCB,0
2253,fdulcg,1
2254,dbx834,0
2255,rayfranco,0
2256,sean-clayton,0
2257,johnhckuo,0
2258,rhasnainanwar,1
2259,gravitywp,0
2260,rinoldsimon,0
2261,joaovitorsilvestre,0
2262,rjchauhan,0
2263,dwwoelfel,0
2264,riomus,0
2265,lmazzon,0
2266,filipovi,0
2267,dnldsht,1
2268,adispring,0
2269,melanierichards,0
2270,Atcold,0
2271,tdelhomme,1
2272,adesurirey,0
2273,erikbern,1
2274,KevinSwiftiOS,0
2275,ardianta,0
2276,maiconmarioto,0
2277,imazine,0
2278,melihbuyuk,0
2279,danalamo,0
2280,halilozercan,1
2281,nikitavoloboev,0
2282,faceyspacey,0
2283,hjJunior,0
2284,ravisuhag,0
2285,kainy,0
2286,moyus,0
2287,akshatamohanty,0
2288,ador,1
2289,mirco312312,0
2290,paulbrzeski,0
2291,EngSalem,1
2292,LouiseJSlater,1
2293,elphinkuo,1
2294,mackintux,0
2295,jefersondiniz,0
2296,theLMGN,0
2297,lucaspelloni2,0
2298,shyoshyo,1
2299,TiagoNunesDeveloper,0
2300,javiereguiluz,0
2301,djbobbydrake,0
2302,HaviLee,0
2303,luislortega,0
2304,sam-suresh,0
2305,aminembarki,0
2306,ChetanBhasin,1
2307,guidoschmidt,0
2308,d4l3k,0
2309,ChillarAnand,0
2310,Sacret,0
2311,j9ac9k,0
2312,lewisdonovan,0
2313,jakeyeaton,0
2314,aelmasry,0
2315,gilsonbp,0
2316,jasonmit,0
2317,FZambia,0
2318,abarza,0
2319,derickbailey,0
2320,martinus,1
2321,killsos,0
2322,plv,0
2323,dmackerman,0
2324,mkaminsky11,0
2325,Echo002,1
2326,sunshineclt,0
2327,clarkie,0
2328,RReverser,0
2329,imwangxuesen,0
2330,AnirudhDagar,1
2331,gmyofustc,1
2332,kose-y,1
2333,aedorado,1
2334,linkdd,1
2335,paulpanwang,1
2336,jorgegorka,0
2337,jeremyckahn,0
2338,cncqw,0
2339,the8th,0
2340,hitman186,1
2341,AmateurZhang,1
2342,Mischa-Alff,0
2343,phishy,0
2344,Ryo112358,1
2345,AjithPanneerselvam,0
2346,LoveAndCoding,0
2347,bamos,0
2348,dmeleshko,0
2349,Hackerzzm,0
2350,farnetani,0
2351,skanygin,0
2352,fraserxu,0
2353,realyhy,0
2354,nickofbh,0
2355,dougblackjr,0
2356,farazirfan47,0
2357,dukex,0
2358,5sWind,1
2359,carlosmolano,0
2360,halftrue,0
2361,morpheus-14,0
2362,jajamoks,0
2363,spemer,0
2364,NaxAlpha,1
2365,mrcodedev,0
2366,ankit1khare,1
2367,akkalbist55,1
2368,devigner,0
2369,azinasili,0
2370,jasondu,0
2371,billturner,0
2372,Cosmo,0
2373,binjuhor,0
2374,gazebosx3,0
2375,danicat,1
2376,supercid,0
2377,gurgelrenan,0
2378,cowboyd,0
2379,limasigor2,1
2380,gmogas,0
2381,LePotatoChef,1
2382,Antonio-Laguna,0
2383,brev,0
2384,Ironman-Jason,0
2385,elviento,0
2386,ADavidLiu,0
2387,TakumaMochizuki,0
2388,jparkhill,1
2389,jishnujayakumar,1
2390,juliendidier,0
2391,daoluan,0
2392,deiberchacon,0
2393,codesandtags,0
2394,monospaced,0
2395,tedpedersen,0
2396,chidiwilliams,0
2397,michalbe,0
2398,thanhcuong1990,0
2399,l3robot,1
2400,DmytroLitvinov,1
2401,hidehalo,0
2402,chenye2017,0
2403,BoWang816,0
2404,linzebing,1
2405,danielprogramic,0
2406,priley86,0
2407,jsxyhelu,1
2408,dsouzadaniel,1
2409,heldrida,0
2410,Mehedi61,0
2411,fmaguire,1
2412,SalehMahmood,0
2413,sanyuzhang,1
2414,josephfraser,0
2415,nkmishra1997,0
2416,adhyans,0
2417,MonkeyOliver,1
2418,SylvioMigliorucci,1
2419,byron1st,0
2420,komeiji-satori,0
2421,tigercosmos,0
2422,igroomgrim,0
2423,aoiroaoino,0
2424,Svtter,0
2425,juliandavidmr,0
2426,hendisantika,0
2427,sebslomski,0
2428,richackard,0
2429,sunwantong,1
2430,chagasaway,0
2431,maccman,0
2432,brianokinyi,0
2433,logeshpaul,0
2434,Puritanic,0
2435,akoken,0
2436,maixiaojie,0
2437,swainshashwat,1
2438,kathcode,0
2439,daodaoliang,0
2440,andrew-cunliffe,0
2441,rpytel1,1
2442,AutuanLiu,0
2443,clothbot,0
2444,Jun-29,0
2445,farindra,0
2446,karamage,0
2447,azs06,0
2448,loicginoux,0
2449,rsilveira65,0
2450,repodevs,0
2451,goh-chunlin,0
2452,haormj,1
2453,mach-kernel,1
2454,icecory,0
2455,maithoi,1
2456,thelostone-mc,0
2457,lutangar,0
2458,Carlangueitor,0
2459,abarriel,0
2460,liuhaimingcn,0
2461,rogeruiz,0
2462,drumusician,0
2463,rpg600,0
2464,guoxmin,0
2465,fehmicansaglam,1
2466,RafaelAzeredoDev,0
2467,hiscc,0
2468,bamsarts,1
2469,engstrom,0
2470,psinger,1
2471,kivervinicius,0
2472,playpauseandstop,0
2473,GregHilston,1
2474,axayjha,1
2475,Jacke,0
2476,karimchamaa,1
2477,7saheelahmed,1
2478,petervandenabeele,0
2479,DwordPtr,0
2480,AlexCatch,0
2481,lvarayut,0
2482,prabhakaran9397,0
2483,PW486,0
2484,shiruitao,0
2485,n01z3,1
2486,shabith,0
2487,cmitz,0
2488,ripexz,0
2489,ZS167275,1
2490,MagnusFrater,0
2491,raphaelcunha,0
2492,KevinGong2013,1
2493,horse-latitudes,0
2494,laiso,0
2495,jakecoffman,1
2496,LeoLeBras,0
2497,gedeagas,0
2498,liangfengbo,0
2499,keegoid,0
2500,ivobenedito,0
2501,spreeker,0
2502,ianunruh,0
2503,Arisono,0
2504,chenjiandongx,0
2505,avtyul,0
2506,putraxor,0
2507,pozitr0n,0
2508,hewilliam,0
2509,chenzhe142,0
2510,cometkim,0
2511,fengtalk,0
2512,nartc,0
2513,onqtam,0
2514,greven,0
2515,8hantanu,1
2516,elrrrrrrr,0
2517,firefecker,1
2518,patricksrobertson,0
2519,evidence0john,1
2520,lucassouzamatos,0
2521,steppefox,0
2522,brunosabot,0
2523,BedrockDev,0
2524,metalshan,0
2525,danis24,0
2526,matiasleidemer,0
2527,thylaco1eo,1
2528,LyoSU,0
2529,mylex,0
2530,azki,0
2531,Nikoleta-v3,1
2532,Adam16,0
2533,dblodorn,0
2534,thejeffreystone,0
2535,mkohout,1
2536,joshmanders,0
2537,tbergeron,0
2538,Fluidbyte,0
2539,mozinator,0
2540,Frost-Lee,1
2541,HwangJJung,0
2542,afstanton,0
2543,KathenZK,0
2544,BenDiuguid,0
2545,Zizzamia,0
2546,sidkuma24,0
2547,lpy,0
2548,BharatDadwaria,1
2549,angao,0
2550,muthugit,1
2551,folz,0
2552,eaglewarrior,1
2553,izzet,0
2554,rubenmeza,0
2555,surya4,0
2556,neoziro,0
2557,Shannon-Yang,0
2558,fredliang44,0
2559,fwon,0
2560,rogyar,0
2561,flavioribeiro,0
2562,smallSohoSolo,0
2563,jahlherapath,0
2564,rjstyles,1
2565,chunghe,0
2566,tejitak,0
2567,perfectmak,0
2568,Ugenteraan,1
2569,Y-LyN-10,0
